Sum_Qvals	sum_data	sum_err	Sum_sq	Sum_qb	Sum_fs
0.03656	0.497936675504389	0.00705646282144524	0.002378	0.03657	1
0.03695	0.493570046099144	0.00702545405008918	0.002399	0.03697	1
0.03729	0.489506920643477	0.00699647711811793	0.003075	0.03735	1
0.03735	0.474875003428995	0.00689111749594356	0.00242	0.03737	1
0.03775	0.490127669888731	0.00700091186838351	0.002441	0.03777	1
0.03815	0.462866285034653	0.00680342770252358	0.002462	0.03817	1
0.03855	0.470196386016688	0.00685708674304685	0.002483	0.03857	1
0.0386	0.466254593194082	0.00682828377554772	0.00313	0.03866	1
0.03895	0.460245011057906	0.0067841359881558	0.002504	0.03896	1
0.03935	0.458282183010583	0.00676965422315337	0.002525	0.03936	1
0.03975	0.463871366049172	0.00681081027521082	0.002547	0.03976	1
0.0399	0.456851268428564	0.00675907736624285	0.003185	0.03996	1
0.04015	0.44309238807834	0.00665651852005491	0.002568	0.04016	1
0.04055	0.459598560573817	0.00677936988645565	0.002589	0.04056	1
0.0407	0.452291526036091	0.00672526227024709	0.004896	0.04092	1
0.04095	0.440583719509082	0.00663764807374632	0.00261	0.04096	1
0.04121	0.445976800102926	0.00667814944504034	0.003241	0.04127	1
0.04134	0.450273452152634	0.00671024181496192	0.002632	0.04136	1
0.04174	0.42724051943714	0.00653636381665786	0.002653	0.04176	1
0.04214	0.440577865828942	0.0066376039790646	0.002675	0.04216	1
0.04252	0.420902670642083	0.006487701215701	0.003298	0.04257	1
0.04254	0.422427231045208	0.00649944021470471	0.002696	0.04255	1
0.04294	0.4146702281921	0.00643948932907028	0.002717	0.04295	1
0.04334	0.415568451878427	0.00644645989577557	0.002739	0.04335	1
0.04374	0.417587767525184	0.00646210312147047	0.00276	0.04375	1
0.04382	0.4199914409715	0.00648067466373294	0.003356	0.04388	1
0.04457	0.409383303277973	0.00639830683288926	0.005008	0.04478	1
0.04513	0.397524311838257	0.00630495290893006	0.003414	0.04518	1
0.04644	0.399422324923749	0.00631998674780058	0.003473	0.04649	1
0.04774	0.38880500177625	0.00623542301513097	0.003533	0.04779	1
0.04844	0.390989749208946	0.00625291731281445	0.005127	0.04863	1
0.04905	0.375540472214352	0.00612813570520719	0.003593	0.04909	1
0.05035	0.359748136423005	0.0059979007696277	0.003654	0.0504	1
0.05166	0.362012146821977	0.00601674452525597	0.003716	0.0517	1
0.05231	0.353837088053231	0.00594842069841425	0.005254	0.05248	1
0.05296	0.34737766617391	0.00589387534796852	0.003778	0.05301	1
0.05427	0.358020161278245	0.00598347859759058	0.00384	0.05431	1
0.05557	0.343378877831009	0.00585985390458678	0.003903	0.05562	1
0.05618	0.352319117587821	0.00593564754334202	0.005387	0.05634	1
0.05688	0.339095377534509	0.00582318965460089	0.003967	0.05692	1
0.05818	0.344567292271876	0.00586998545374582	0.004031	0.05822	1
0.05949	0.333332031597575	0.00577349141852289	0.004095	0.05953	1
0.06004	0.323939813558263	0.00569157107974822	0.005526	0.06019	1
0.06079	0.337792850786436	0.00581199493105798	0.00416	0.06083	1
0.0621	0.333799701326787	0.00577754014548395	0.004225	0.06213	1
0.0634	0.33528707307007	0.00579039785394812	0.00429	0.06344	1
0.06391	0.322623505419125	0.00567999564629345	0.005671	0.06405	1
0.0647	0.317881957582797	0.00563810214152597	0.004356	0.06474	1
0.06601	0.331384142255142	0.00575659745209913	0.004422	0.06604	1
0.06731	0.322740842723676	0.0056810284519942	0.004488	0.06734	1
0.06777	0.329816454808698	0.00574296486850388	0.005821	0.0679	1
0.06861	0.329521510664058	0.00574039642066694	0.004555	0.06865	1
0.06991	0.328101657716475	0.00572801586691653	0.004622	0.06995	1
0.07122	0.315762643460334	0.00561927614075278	0.004689	0.07125	1
0.07163	0.316694203997773	0.00562755900900002	0.005975	0.07175	1
0.07252	0.312957843884534	0.00559426352511691	0.004756	0.07255	1
0.07382	0.329378210453328	0.00573914811146505	0.004824	0.07385	1
0.07512	0.315512382077314	0.00561704888778185	0.004892	0.07515	1
0.07548	0.322566894304361	0.00567949728677073	0.006134	0.0756	1
0.07642	0.322952216102603	0.00568288849180241	0.00496	0.07645	1
0.07772	0.332796844239369	0.00576885468909877	0.005029	0.07775	1
0.07903	0.32994364829047	0.00574407214692216	0.005097	0.07905	1
0.07934	0.332877313735814	0.00576955209471076	0.006297	0.07945	1
0.08033	0.318372589598348	0.00564245150265687	0.005166	0.08035	1
0.08163	0.322492257014446	0.00567884017220458	0.005235	0.08165	1
0.08293	0.332368982981418	0.00576514512377111	0.005304	0.08295	1
0.08319	0.337863736736894	0.00581260472367504	0.006463	0.0833	1
0.08423	0.324068623682142	0.00569270255399087	0.005373	0.08425	1
0.08552	0.331209701336851	0.00575508211354843	0.005443	0.08555	1
0.08682	0.329990667726434	0.0057444814189484	0.005512	0.08685	1
0.08704	0.320449986838683	0.00566083021153861	0.006633	0.08714	1
0.08812	0.339941059475662	0.00583044646211302	0.005582	0.08815	1
0.08942	0.338923740072829	0.00582171572711026	0.005652	0.08945	1
0.09072	0.324961093949209	0.00570053588664442	0.005722	0.09074	1
0.09089	0.332370678432655	0.00576515982807637	0.006806	0.09099	1
0.09202	0.334950213344351	0.00578748834421592	0.005792	0.09204	1
0.09331	0.326274930976395	0.00571204806506734	0.005862	0.09334	1
0.09461	0.331841116299766	0.00576056521792581	0.005933	0.09464	1
0.09473	0.336886604866358	0.00580419335365698	0.006981	0.09483	1
0.09591	0.322331072182235	0.00567742082447862	0.006003	0.09593	1
0.0972	0.31725634671571	0.00563255134655433	0.006074	0.09723	1
0.0985	0.333369604593452	0.00577381680167852	0.006144	0.09852	1
0.09857	0.329607886235737	0.00574114871986206	0.00716	0.09866	1
0.0998	0.32176738132444	0.00567245433057368	0.006215	0.09982	1
0.1011	0.321972704889201	0.00567426387198552	0.006286	0.1011	1
0.1024	0.310546621646047	0.00557267100810776	0.00734	0.1025	1
0.1024	0.314076764609906	0.00560425521019435	0.006357	0.1024	1
0.1037	0.321426759881513	0.00566945111877255	0.006428	0.1037	1
0.105	0.31779572156876	0.00563733732863982	0.006499	0.105	1
0.1062	0.316260571330703	0.00562370492941	0.007523	0.1063	1
0.1063	0.31399952674196	0.00560356606762122	0.00657	0.1063	1
0.1076	0.312765317978968	0.00559254251641387	0.006642	0.1076	1
0.1089	0.29669981786694	0.00544701586069785	0.006713	0.1089	1
0.1101	0.294971334856835	0.00543112635515724	0.007708	0.1102	1
0.1102	0.305938048076291	0.0055311666768982	0.006784	0.1102	1
0.1114	0.297726507348181	0.00545643205169992	0.006856	0.1115	1
0.1127	0.297284576557061	0.0054523809162334	0.006928	0.1128	1
0.1139	0.281204859048683	0.00530287524885022	0.007894	0.114	1
0.114	0.278096850943219	0.00527348889202603	0.006999	0.114	1
0.1153	0.280672321204713	0.00529785165142167	0.007071	0.1153	1
0.1166	0.272190515193749	0.00521718808548962	0.007143	0.1166	1
0.1177	0.274238616059099	0.00523677969805013	0.008083	0.1178	1
0.1179	0.273905618825439	0.00523359932384433	0.007214	0.1179	1
0.1192	0.260390026007269	0.0051028426000345	0.007286	0.1192	1
0.1205	0.264234131192539	0.00514037091261456	0.007358	0.1205	1
0.1216	0.254379396180516	0.00504360383238529	0.008272	0.1216	1
0.1218	0.253398101281245	0.00503386632004908	0.00743	0.1218	1
0.1231	0.249939007122308	0.00499939003401723	0.007502	0.1231	1
0.1243	0.247326538679216	0.00497319352809858	0.007574	0.1244	1
0.1254	0.244688985813043	0.00494660475288903	0.008464	0.1254	1
0.1256	0.243320812851272	0.00493275595231785	0.007646	0.1257	1
0.1269	0.233255419951973	0.00482965236794506	0.007718	0.1269	1
0.1282	0.219831845110496	0.00468862288002028	0.00779	0.1282	1
0.1292	0.224558523514454	0.00473876063453783	0.008656	0.1293	1
0.1295	0.213014910063366	0.00461535383327612	0.007862	0.1295	1
0.1308	0.207648393153761	0.00455684532493435	0.007934	0.1308	1
0.1321	0.20657259898439	0.00454502584133897	0.008007	0.1321	1
0.133	0.199342223108738	0.0044647757290679	0.00885	0.1331	1
0.1334	0.20528495069113	0.00453083823029614	0.008079	0.1334	1
0.1346	0.199631609074389	0.00446801532085991	0.008151	0.1347	1
0.1359	0.19677487489614	0.00443593141173464	0.008223	0.1359	1
0.1368	0.18258745924928	0.0042730253831364	0.009045	0.1369	1
0.1372	0.183110090084166	0.00427913647929306	0.008296	0.1372	1
0.1385	0.182678894951697	0.00427409516683587	0.008368	0.1385	1
0.1398	0.1760114867472	0.00419537229274352	0.00844	0.1398	1
0.1406	0.175591171925105	0.00419036003137088	0.009241	0.1407	1
0.1411	0.16855345841036	0.00410552625628384	0.008513	0.1411	1
0.1423	0.166146172427043	0.00407610319333359	0.008585	0.1424	1
0.1444	0.160883814015797	0.00401103246079856	0.009437	0.1445	1
0.1482	0.145794734539391	0.00381830766884219	0.009635	0.1483	1
0.152	0.131861980215295	0.00363128049337001	0.009833	0.152	1
0.1558	0.120736891503762	0.00347472144932169	0.01003	0.1558	1
0.1596	0.112526945332833	0.00335450361950666	0.01023	0.1596	1
0.1633	0.107531807265407	0.00327920428252658	0.01043	0.1634	1
0.1671	0.0977012007452169	0.00312571912917999	0.01063	0.1672	1
0.1709	0.094233597225209	0.00306974913022561	0.01083	0.1709	1
0.1746	0.0900250936102174	0.00300041819768874	0.01104	0.1747	1
0.1784	0.0849661236236868	0.0029148949144641	0.01124	0.1784	1
0.1821	0.0792498715553848	0.00281513537073059	0.01144	0.1822	1
0.1859	0.0786383076654292	0.00280425226514002	0.01164	0.1859	1
0.1896	0.0736919261100666	0.00271462568524772	0.01185	0.1897	1
0.1934	0.076192208796058	0.00276029362199129	0.01205	0.1934	1
0.1971	0.0735136229130658	0.0027113395750637	0.01225	0.1971	1
0.2008	0.0692088094758557	0.00263075672527613	0.01246	0.2008	1
0.2045	0.0693555500687991	0.00263354419117658	0.01266	0.2046	1
0.2082	0.0691865768682173	0.00263033413976661	0.01286	0.2083	1
0.2119	0.0699715300001095	0.00264521322392184	0.01307	0.212	1
0.2156	0.0657598118494905	0.00256436759941882	0.01327	0.2157	1
0.2193	0.0661624913353469	0.00257220705495003	0.01348	0.2194	1
0.223	0.0671704657340665	0.00259172656223735	0.01368	0.2231	1
0.2267	0.0650682935935785	0.00255084875274052	0.01388	0.2267	1
0.2304	0.0635718128815338	0.00252134513467581	0.01409	0.2304	1
0.234	0.0629431587678222	0.0025088475196357	0.01429	0.2341	1
0.2377	0.0623920559264443	0.00249784018556921	0.0145	0.2377	1
0.2414	0.0620872824216234	0.00249173197638958	0.0147	0.2414	1
0.245	0.0643450385188486	0.00253663238406452	0.0149	0.245	1
0.2486	0.0631139849377328	0.00251224968778449	0.01511	0.2487	1
0.2523	0.0617030635974329	0.00248401013680365	0.01531	0.2523	1
0.2559	0.0612401213153989	0.00247467414653725	0.01551	0.2559	1
0.2595	0.0607245388369988	0.00246423494896487	0.01571	0.2596	1
0.2631	0.0611720264868227	0.00247329792962398	0.01592	0.2632	1
0.2667	0.0593914684916571	0.00243703648909197	0.01612	0.2668	1
0.2703	0.0619543003614671	0.00248906207960885	0.01632	0.2704	1
0.2739	0.0613949627791888	0.00247780069374413	0.01652	0.274	1
0.2775	0.0588550155044241	0.00242600526595521	0.01673	0.2775	1
0.2811	0.0584137184553773	0.00241689301491351	0.01693	0.2811	1
0.2847	0.0609632629098935	0.00246907397438581	0.01713	0.2847	1
0.2882	0.0598534677313417	0.00244649683693525	0.01733	0.2882	1
0.2918	0.0584239736095631	0.00241710516133583	0.01753	0.2918	1
0.2953	0.0591776304249518	0.00243264527675022	0.01773	0.2953	1
0.2988	0.057665956687751	0.00240137370452312	0.01793	0.2989	1
0.3024	0.0569727174147958	0.00238689583800374	0.01813	0.3024	1
0.3059	0.0577032827145436	0.0024021507595183	0.01833	0.3059	1
0.3094	0.0599286217417049	0.00244803230660269	0.01853	0.3094	1
0.3129	0.0570845994988824	0.00238923836188193	0.01873	0.3129	1
0.3164	0.0575922424108666	0.00239983837811771	0.01893	0.3164	1
0.3199	0.0577012965614576	0.00240210941802112	0.01912	0.3199	1
0.3234	0.0591105048992838	0.00243126520353671	0.01932	0.3234	1
0.3268	0.058902316603001	0.00242697994641491	0.01952	0.3269	1
0.3303	0.056961263046219	0.00238665588315993	0.01972	0.3303	1
0.3338	0.0564759846964271	0.00237646764540204	0.01991	0.3338	1
0.3372	0.0581744250359732	0.00241193749993596	0.02011	0.3372	1
0.3406	0.0559847070845141	0.00236610876936193	0.0203	0.3407	1
0.3441	0.0551236317062129	0.00234784223716614	0.0205	0.3441	1
0.3475	0.0567910577378573	0.0023830874456859	0.0207	0.3475	1
0.3509	0.0569798863422873	0.0023870460058886	0.02089	0.3509	1
0.3543	0.056737309480126	0.0023819594765681	0.02108	0.3543	1
0.3577	0.0560373523203058	0.00236722099349228	0.02128	0.3577	1
0.3611	0.0569790312635728	0.00238702809500795	0.02147	0.3611	1
0.3645	0.0542616622141118	0.00232941327836242	0.02166	0.3645	1
0.3678	0.0565327085405029	0.00237766079457317	0.02186	0.3678	1
0.3712	0.0571538556398938	0.00239068725767077	0.02205	0.3712	1
0.3745	0.0567775408601955	0.00238280382868996	0.02224	0.3745	1
0.3779	0.0559818179532065	0.00236604771619692	0.02243	0.3779	1
0.3812	0.0559929220202735	0.00236628235889704	0.02262	0.3812	1
0.3845	0.0561457872730692	0.00236951022941597	0.02281	0.3845	1
0.3878	0.0555739894689338	0.00235741361387716	0.023	0.3878	1
0.3911	0.0544026003982866	0.00233243650285033	0.02319	0.3911	1
0.3944	0.0553916073084013	0.00235354216678608	0.02338	0.3944	1
0.3977	0.0541035236069551	0.00232601641453699	0.02357	0.3977	1
0.401	0.0556869961565772	0.00235980923289526	0.02375	0.401	1
